corrds:time:raccoons_bought
55.771393 37.567392:4423O3138:2
55.705458 37.550926:442365718:0
55.83028 37.404815:442244596:0
55.799092 37.452157:442327511:148.00001
55.749785 37.763962:442248573:1
55.798212 37.529313:44235598O:100
55.763579 37.623798:442O76325:4
55.655097 37.533652:44198O427:"""0"""
55.754 37.669288:442229555:"""3"""
55.652781 37.53367:442O65331:4
55.824309 37.429303:4419O6629:5
55.732996 37.698654:442O66138:3
55.769347 37.567509:442317124:1e-05
55.65849 37.606092:441823832:5
55.675093 37.569342:442152973:2
55.766238 37.651951:442225888:4
55.663365 37.562021:44187464O:0
55.836833 37.551959:442O2674O:4
55.704666 37.568129:442O29198:5
55.704874 37.585359:44193O916:2
55.785665 37.629053:442O32691:2
55.64824 37.668399:442O42976:"""5"""
55.753311 37.580661:441786153:3
55.657499 37.645214:442239468:1.00001
55.819732 37.52863:442157135:3.00001
55.755023 37.644639:442119533:3
55.654762 37.639195:442322797:0
55.752095 37.66512:442242O89:3
55.699634 37.570339:441975324:0
55.871203 37.51953:44217O393:1
55.718851 37.779835:4419175O6:4.00001
55.800215 37.53879:442292986:4
55.767904 37.580858:4422O9188:3
55.699497 37.581855:44232371O:2
55.763386 37.554636:441945432:3
55.694769 37.564383:4422518O5:84
55.891724 37.552579:441961913:4
55.728145 37.452085:441948168:2
55.71057 37.577561:442341422:5
55.782405 37.695636:442O79115:5.00001
55.786075 37.614626:4422O6621:1
55.867738 37.441116:442316O31:1
55.812676 37.518003:442O41151:207
55.73256 37.567401:4421O6971:5
55.855558 37.408705:442235383:1
55.754704 37.713342:441968536:3
55.681767 37.516575:441799123:2
55.652908 37.642474:442278O69:3.00001
55.757597 37.608356:442O2O514:1
55.718846 37.597405:442O647O6:0
55.861312 37.626322:442O3193O:0
55.785392 37.628747:44182O546:5
55.69764 37.570977:4421399O6:0
55.803631 37.552894:4417891O5:2
55.77236 37.587173:442O8O279:2.00001
55.677844 37.58597:442359531:0
55.763705 37.580589:442296626:190
55.721305 37.770978:441891678:"""3"""
55.801364 37.477085:442186122:5
55.673148 37.568982:442O28984:4.00001
55.763705 37.580589:441978O69:2
55.80145 37.461427:441991615:5
55.670153 37.582987:442O65892:0
55.758311 37.608167:441831856:2
55.662136 37.547046:442O9O889:4
55.692044 37.555247:442367974:5
55.853976 37.569351:442O7261O:3
55.718851 37.779835:442254874:1e-05
55.657499 37.645214:442122793:3
55.675514 37.644648:441963192:2
55.75553 37.589859:441855828:3
55.645563 37.506828:442243364:3
55.673818 37.598106:44191O857:4
55.731506 37.574848:442322659:2
55.670153 37.582987:442O53731:2
55.723197 37.622747:442235235:4
55.779059 37.736932:44185988O:4
55.745199 37.645133:4418737O9:3
55.695641 37.560161:442OO8399:0
55.802133 37.486427:442138379:1
55.687299 37.551879:44188O649:1
55.681767 37.516575:442255192:3
55.762227 37.590937:442O31922:12
55.750261 37.605607:441818O85:3
55.801364 37.477085:4418O854O:5
55.815848 37.527606:442293746:42
55.818291 37.708895:442O729O8:1.00001
55.856851 37.506352:441944577:4
55.743634 37.610107:4418O263O:4
55.721508 37.775811:44214711O:3
55.749785 37.763962:442252792:1
55.69764 37.570977:442268923:3
55.745007 37.664437:442315275:"""4.00001"""
55.747601 37.590246:442O516OO:2
55.804 37.555885:4419673O3:1.00001
55.685061 37.552516:442O8651O:0
55.7931 37.462873:442126358:3
55.720697 37.672549:442152482:4
55.830624 37.677185:4418467OO:3
55.675961 37.571255:441843857:5
55.720697 37.672549:442O35541:1
55.798384 37.580589:441774579:0
55.711655 37.581496:44189O845:"""72"""
55.667792 37.442024:442O39957:4
55.711534 37.589823:441982O24:4
55.815306 37.512622:44196O926:1
55.69449 37.567096:441963528:3
55.681767 37.516575:442183O92:1
55.769919 37.690507:44188O248:3.00001
55.664324 37.488062:442159499:5
55.756016 37.536571:441781256:0
55.674174 37.588548:441845538:3
55.673148 37.568982:4421711O9:1
55.84302 37.524273:442O69O96:3
55.613346 37.612587:44227O123:4
55.75517 37.715444:442319222:3
55.802513 37.460619:44184O66O:0
55.825532 37.503405:44182O768:156
55.792635 37.462469:441947336:0
55.753443 37.636284:442288844:1
55.782658 37.584101:442255659:3
55.765458 37.796517:44218622O:1e-05
55.802528 37.463907:44178516O:"""3"""
55.70386 37.524758:44236O533:1
55.673818 37.598106:442198447:2
55.753575 37.605553:442213461:5
55.795352 37.785099:441889649:5
55.712071 37.592321:441976994:2
55.786764 37.653819:442162472:3
55.771591 37.692213:441873723:3
55.77711 37.51962:442353O79:4
55.692044 37.555247:442174771:5
55.802148 37.482088:442OO9511:1
55.732996 37.698654:441828577:95
55.753443 37.636284:441889O16:1
55.842514 37.486903:44181O345:0
55.664289 37.492904:44224O699:1
55.720697 37.672549:442O44999:3.00001
55.763711 37.553855:442335649:1e-05
55.699634 37.570339:4423O4457:1
55.679433 37.566952:442O4O617:4
55.721539 37.672118:441893988:1
55.78649 37.628694:4419O6126:3
55.86352 37.539464:442OO216O:4
55.80655 37.504708:441816586:3.00001
55.753443 37.636284:441918671:2
55.777803 37.669693:442162846:4
55.748599 37.661266:442194632:"""0"""
55.786733 37.626026:442125O88:1
55.761852 37.709713:442154979:2
55.763579 37.623798:441944146:2
55.686848 37.55116:442O65854:3.00001
55.686655 37.621309:441822966:375
55.70421 37.621202:442281245:3.00001
55.801364 37.477085:442316248:3
55.818291 37.708895:442294188:2
55.799482 37.460601:442264678:0
55.82706 37.557601:442O658O1:2
55.781914 37.602642:4419939O4:5
55.757597 37.608356:44233O5O3:0
55.721508 37.775811:441893715:0
55.695758 37.565147:441962828:1
55.692044 37.555247:442331447:"""315"""
55.713212 37.589877:441782665:2
55.774137 37.597136:442334292:2
55.802255 37.462119:44177979O:4
55.786419 37.634209:441846551:0
55.746578 37.585188:4418573O6:4
55.792999 37.460664:441966O29:"""485"""
55.650383 37.537928:441799453:3
55.66369 37.544872:442285342:5
55.708663 37.576079:4422863O3:1
55.758595 37.64834:441826722:5
55.616381 37.76371:4417689O7:0
55.778067 37.730473:442O53427:4
55.773894 37.595007:441857135:4
55.747044 37.591234:4419O928O:2
55.779044 37.605939:44196O678:0
55.785665 37.48402:442158438:3
55.853602 37.606757:44197178O:5
55.69731 37.532107:442246194:3
55.853602 37.606757:441976862:1
55.707491 37.60045:442348O67:5
55.786419 37.634209:4423238O7:5.00001
55.853976 37.569351:442O63776:4
55.698954 37.566144:441846O88:4
55.747044 37.591234:442O76581:2
55.710398 37.590219:441958241:5
55.762667 37.635206:442O18O53:0
55.769347 37.567509:442OO7851:1
55.66369 37.544872:442OO2531:1.00001
55.645862 37.508337:442339O3O:5
55.789806 37.480687:4423383O4:5
55.85869 37.640381:442299949:1
55.717847 37.512191:442O497OO:2
55.681767 37.516575:44225129O:5.00001
55.753311 37.580661:442O43762:3
55.777545 37.698636:442282318:4
55.803413 37.706155:441841372:4
55.721508 37.775811:442181232:2
55.852435 37.536329:441971414:1
55.646828 37.508113:442354592:4
55.647737 37.669917:442274323:2
55.564246 37.599004:441845334:5.00001
55.774775 37.54745:442296812:5
55.804314 37.706892:441994744:"""0"""
55.748599 37.661266:442349295:3
55.783084 37.60187:442161597:5
55.739123 37.622558:441813839:5.00001
55.71625 37.694971:441936326:1
55.658743 37.541243:442197O62:5
55.801263 37.586212:442246OO2:1
55.710398 37.590219:4422O638O:328
55.686289 37.552876:441916943:5
55.773894 37.595007:441811625:3
55.673661 37.552373:442345414:4
55.752151 37.648843:442159678:5
55.784708 37.628163:441974695:0
55.665919 37.439948:4423O7629:2
55.787371 37.62713:442155321:3
55.785392 37.628747:441868777:3
55.733827 37.569899:442242381:1.00001
55.695403 37.567123:441872261:0
55.76562 37.649157:442144O74:5.00001
55.801379 37.474695:4419O8632:4.00001
55.801263 37.586212:442256771:0
55.694769 37.564383:4421O8O82:"""2"""
55.715302 37.696489:4423O5725:3
55.771813 37.575828:4419134O9:0
